Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3407,41,Male,Coat,Outerwear,91,California,L,Pink,Winter,2.9,No,Store Pickup,Yes,Yes,11,Cash,Bi-Weekly
3408,66,Male,Dress,Clothing,62,Texas,XL,Charcoal,Winter,2.7,No,2-Day Shipping,No,No,10,Bank Transfer,Annually
3409,46,Male,Coat,Outerwear,91,Florida,M,Orange,Fall,3.3,No,Standard,Yes,Yes,45,Cash,Annually
3410,47,Male,Handbag,Accessories,35,New York,L,Pink,Summer,3.3,Yes,Express,No,No,33,Cash,Fortnightly
3411,40,Male,Hat,Accessories,21,Michigan,S,Green,Winter,3.3,No,Store Pickup,Yes,Yes,35,Cash,Fortnightly
3412,47,Male,Backpack,Accessories,63,Texas,M,Maroon,Summer,4.0,Yes,Standard,No,No,47,Cash,Bi-Weekly
3413,21,Male,Blouse,Clothing,57,Florida,M,Grey,Fall,4.4,No,2-Day Shipping,Yes,Yes,1,PayPal,Fortnightly
3414,21,Male,Pants,Clothing,38,Washington,L,Purple,Fall,4.8,No,Store Pickup,Yes,Yes,9,Venmo,Every 3 Months
3415,43,Male,Boots,Footwear,76,Indiana,XL,Green,Fall,2.7,No,Standard,No,No,49,PayPal,Annually
3416,49,Male,T-shirt,Clothing,36,Tennessee,M,White,Fall,2.9,Yes,Store Pickup,No,No,7,Bank Transfer,Monthly
3417,47,Male,Coat,Outerwear,96,Illinois,L,Red,Winter,4.0,No,Standard,No,No,23,Bank Transfer,Quarterly
3418,40,Female,Hat,Accessories,57,Texas,L,Grey,Spring,2.7,Yes,Express,No,No,2,PayPal,Bi-Weekly
3419,33,Male,Skirt,Clothing,31,Virginia,L,White,Summer,3.4,No,Standard,Yes,Yes,17,Venmo,Annually
3420,55,Female,Backpack,Accessories,43,New Jersey,S,Beige,Fall,4.1,No,Next Day Air,Yes,Yes,9,Bank Transfer,Annually
3421,50,Female,Backpack,Accessories,46,Missouri,M,Brown,Fall,4.5,No,Express,Yes,Yes,13,Credit Card,Every 3 Months
3422,20,Male,Backpack,Accessories,74,North Carolina,M,Maroon,Fall,3.0,Yes,Free Shipping,Yes,Yes,41,Credit Card,Annually
3423,41,Male,Sweater,Clothing,33,Texas,L,Black,Summer,4.2,Yes,2-Day Shipping,No,No,14,Bank Transfer,Weekly
3424,55,Male,Pants,Clothing,66,Missouri,M,Purple,Winter,4.1,No,Standard,No,No,41,Venmo,Annually
3425,59,Male,Shirt,Clothing,45,Ohio,L,Orange,Spring,4.6,No,Express,Yes,Yes,45,Debit Card,Bi-Weekly
3426,33,Male,Shirt,Clothing,26,Georgia,XL,Purple,Fall,3.3,No,Next Day Air,No,No,28,Debit Card,Fortnightly
3427,67,Male,Sweater,Clothing,43,North Carolina,M,Black,Spring,4.4,Yes,Store Pickup,No,No,27,Bank Transfer,Annually
3428,52,Female,Sandals,Footwear,55,Wisconsin,L,Yellow,Fall,4.4,Yes,Standard,Yes,Yes,17,Venmo,Every 3 Months
3429,41,Female,Jeans,Clothing,29,Georgia,M,White,Spring,3.1,No,Store Pickup,Yes,Yes,34,Cash,Weekly
3430,51,Female,Pants,Clothing,49,Arizona,L,Black,Spring,4.1,No,Standard,No,No,41,Cash,Quarterly
3431,64,Male,Gloves,Accessories,49,Washington,M,Brown,Summer,4.2,No,Express,No,No,44,Venmo,Annually
3432,30,Male,Backpack,Accessories,38,Wisconsin,XL,White,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,10,Debit Card,Quarterly
3433,25,Female,Belt,Accessories,26,Wisconsin,L,Red,Summer,3.6,Yes,Standard,No,No,35,Bank Transfer,Monthly
3434,41,Male,Blouse,Clothing,42,Massachusetts,L,Olive,Fall,3.6,No,2-Day Shipping,Yes,Yes,7,PayPal,Weekly
3435,22,Male,Jacket,Outerwear,74,New York,M,Olive,Spring,4.4,No,Free Shipping,No,No,25,Cash,Monthly
3436,62,Male,Coat,Outerwear,78,Pennsylvania,M,Black,Fall,2.5,No,Store Pickup,No,No,5,PayPal,Monthly
3437,69,Male,Shirt,Clothing,61,Colorado,L,Yellow,Summer,3.8,No,Express,Yes,Yes,28,Credit Card,Every 3 Months
3438,50,Male,Backpack,Accessories,39,Tennessee,XL,Green,Winter,3.0,No,Express,No,No,43,Credit Card,Fortnightly
3439,69,Male,Sandals,Footwear,33,New Jersey,XL,Orange,Fall,4.1,Yes,2-Day Shipping,No,No,41,Venmo,Fortnightly
3440,21,Male,Gloves,Accessories,26,Michigan,L,Brown,Summer,4.2,No,2-Day Shipping,No,No,36,Credit Card,Annually
3441,51,Male,Jeans,Clothing,47,Colorado,L,White,Winter,3.8,Yes,2-Day Shipping,No,No,29,Cash,Every 3 Months
3442,41,Male,Jacket,Outerwear,91,Pennsylvania,S,Yellow,Spring,3.9,Yes,Free Shipping,No,No,32,Bank Transfer,Monthly
3443,32,Male,Shirt,Clothing,64,Massachusetts,L,Red,Fall,3.3,No,2-Day Shipping,Yes,Yes,5,Credit Card,Monthly
3444,34,Male,Belt,Accessories,61,Michigan,M,Olive,Spring,3.3,Yes,Express,Yes,Yes,37,Debit Card,Quarterly
3445,46,Female,Coat,Outerwear,76,Colorado,L,Red,Summer,4.4,No,Next Day Air,No,No,35,Bank Transfer,Fortnightly
3446,52,Male,Sweater,Clothing,56,Indiana,S,Black,Summer,2.8,Yes,Next Day Air,No,No,8,Debit Card,Fortnightly
3447,26,Male,Dress,Clothing,23,Tennessee,XL,Orange,Fall,4.4,No,Store Pickup,Yes,Yes,32,PayPal,Monthly
3448,50,Female,T-shirt,Clothing,51,Virginia,M,Charcoal,Summer,4.1,No,Store Pickup,No,No,20,PayPal,Bi-Weekly
3449,67,Male,Blouse,Clothing,28,New Jersey,S,Maroon,Fall,4.7,No,Next Day Air,No,No,26,Debit Card,Fortnightly
3450,18,Female,Blouse,Clothing,44,Florida,L,Grey,Spring,3.2,No,Express,Yes,Yes,41,Bank Transfer,Monthly
3451,64,Female,Belt,Accessories,80,Florida,L,Beige,Spring,3.8,No,Next Day Air,Yes,Yes,17,Cash,Quarterly
3452,50,Male,Gloves,Accessories,39,Tennessee,L,Blue,Spring,2.6,Yes,Free Shipping,No,No,46,Debit Card,Every 3 Months
3453,36,Male,Boots,Footwear,42,Washington,L,Grey,Summer,4.8,No,Store Pickup,Yes,Yes,21,Bank Transfer,Quarterly
3454,56,Male,Backpack,Accessories,41,North Carolina,M,Purple,Summer,4.2,No,Express,No,No,26,Credit Card,Quarterly
3455,50,Female,Jacket,Outerwear,67,Colorado,S,Maroon,Winter,4.1,No,Next Day Air,No,No,2,Cash,Monthly
3456,58,Female,Blouse,Clothing,30,Texas,L,Charcoal,Summer,4.3,Yes,Standard,Yes,Yes,7,Venmo,Weekly
3457,22,Female,Handbag,Accessories,66,Florida,XL,Orange,Fall,3.2,No,Standard,No,No,15,Bank Transfer,Bi-Weekly
3458,21,Female,Blouse,Clothing,61,New York,L,Yellow,Winter,4.0,No,Store Pickup,Yes,Yes,49,Cash,Monthly
3459,52,Male,Scarf,Accessories,40,Arizona,S,Pink,Fall,4.5,No,Free Shipping,No,No,13,Credit Card,Monthly
3460,34,Female,Hoodie,Clothing,39,Texas,L,Red,Winter,2.7,Yes,Standard,Yes,Yes,20,Debit Card,Bi-Weekly
3461,30,Male,Shirt,Clothing,40,California,M,Grey,Fall,4.9,No,Express,No,No,43,Cash,Every 3 Months
3462,40,Female,Skirt,Clothing,68,Colorado,XL,Yellow,Spring,4.7,No,Next Day Air,No,No,16,Bank Transfer,Monthly
3463,56,Male,Handbag,Accessories,39,Virginia,S,Grey,Summer,4.9,No,2-Day Shipping,No,No,41,Credit Card,Bi-Weekly
3464,27,Male,Hat,Accessories,20,Ohio,S,White,Winter,4.5,No,2-Day Shipping,Yes,Yes,6,Bank Transfer,Monthly
3465,69,Female,Slippers,Footwear,91,Colorado,S,Beige,Spring,3.2,No,Standard,Yes,Yes,7,Bank Transfer,Quarterly
3466,40,Female,Shorts,Clothing,47,Texas,L,Maroon,Summer,4.0,No,Next Day Air,No,No,1,Cash,Weekly
3467,25,Male,Backpack,Accessories,40,North Carolina,L,Beige,Fall,2.8,Yes,2-Day Shipping,Yes,Yes,7,Cash,Bi-Weekly
3468,21,Male,Jewelry,Accessories,51,Georgia,L,Charcoal,Winter,4.4,No,Next Day Air,Yes,Yes,31,Cash,Fortnightly
3469,63,Male,Sandals,Footwear,61,Pennsylvania,M,Purple,Winter,2.9,No,Store Pickup,No,No,5,Cash,Bi-Weekly
3470,24,Female,Boots,Footwear,66,Indiana,L,Brown,Fall,4.7,Yes,Standard,No,No,31,Credit Card,Quarterly
3471,40,Male,Gloves,Accessories,28,Texas,M,Blue,Spring,3.1,No,Express,No,No,30,Debit Card,Fortnightly
3472,53,Male,Hoodie,Clothing,26,Massachusetts,S,Yellow,Spring,2.9,No,Store Pickup,Yes,Yes,12,PayPal,Monthly
3473,45,Male,Blouse,Clothing,49,Ohio,L,White,Fall,2.7,No,2-Day Shipping,No,No,2,Bank Transfer,Bi-Weekly
3474,31,Male,Shirt,Clothing,66,Michigan,M,Orange,Spring,4.3,No,Store Pickup,No,No,9,Credit Card,Weekly
3475,23,Male,Coat,Outerwear,65,Illinois,M,Yellow,Fall,3.0,No,Standard,No,No,8,Venmo,Annually
3476,55,Male,Gloves,Accessories,24,Virginia,M,Pink,Winter,3.0,Yes,Express,Yes,Yes,27,Venmo,Quarterly
3477,43,Female,Sunglasses,Accessories,53,Texas,L,Maroon,Spring,2.9,No,Express,No,No,47,Bank Transfer,Bi-Weekly
3478,20,Female,Coat,Outerwear,68,Texas,S,Black,Winter,3.3,No,2-Day Shipping,Yes,Yes,22,Cash,Monthly
3479,27,Female,T-shirt,Clothing,38,Pennsylvania,M,Yellow,Spring,4.9,No,Next Day Air,No,No,32,PayPal,Annually
3480,47,Male,Sandals,Footwear,49,Indiana,M,Green,Summer,3.7,No,Next Day Air,No,No,16,Cash,Fortnightly
3481,26,Male,Blouse,Clothing,44,California,L,Beige,Summer,3.2,Yes,Standard,No,No,5,Venmo,Every 3 Months
3482,38,Female,Hoodie,Clothing,21,Florida,M,Orange,Fall,2.9,No,2-Day Shipping,Yes,Yes,11,PayPal,Weekly
3483,24,Female,Coat,Outerwear,66,Michigan,M,Brown,Summer,2.5,No,Next Day Air,No,No,24,Bank Transfer,Annually
3484,60,Male,Backpack,Accessories,38,California,M,Maroon,Fall,3.4,No,Standard,No,No,43,Debit Card,Bi-Weekly
3485,51,Female,Belt,Accessories,38,Washington,M,Red,Spring,2.8,No,Standard,Yes,Yes,13,Venmo,Bi-Weekly
3486,59,Female,Scarf,Accessories,52,Georgia,M,Green,Winter,2.6,No,Next Day Air,Yes,Yes,50,Credit Card,Every 3 Months
3487,20,Male,Blouse,Clothing,72,Massachusetts,L,Green,Winter,2.8,No,Standard,No,No,32,Venmo,Fortnightly
3488,37,Female,Scarf,Accessories,57,Texas,M,Maroon,Summer,3.3,No,Free Shipping,No,No,18,Debit Card,Weekly
3489,32,Male,Dress,Clothing,58,Florida,M,Yellow,Winter,4.4,No,Next Day Air,No,No,32,Venmo,Monthly
3490,51,Male,Coat,Outerwear,72,Florida,M,Beige,Spring,2.7,Yes,Next Day Air,Yes,Yes,35,Venmo,Annually
3491,61,Male,Belt,Accessories,25,Virginia,M,Blue,Fall,4.2,No,Standard,Yes,Yes,35,Credit Card,Bi-Weekly
3492,30,Male,Backpack,Accessories,35,Virginia,L,Charcoal,Summer,4.1,No,Next Day Air,Yes,Yes,44,Cash,Monthly
3493,58,Female,Jacket,Outerwear,83,New York,L,Purple,Fall,4.7,Yes,Next Day Air,No,No,34,Credit Card,Bi-Weekly
3494,48,Male,Pants,Clothing,57,North Carolina,L,Olive,Fall,3.0,No,2-Day Shipping,No,No,2,Credit Card,Every 3 Months
3495,61,Male,Boots,Footwear,64,Virginia,M,Yellow,Spring,4.5,Yes,Store Pickup,No,No,19,Venmo,Annually
3496,22,Female,Handbag,Accessories,33,California,M,Black,Summer,4.7,No,2-Day Shipping,No,No,46,Bank Transfer,Annually
3497,70,Female,Shoes,Footwear,66,New York,M,Blue,Summer,4.9,Yes,Standard,Yes,Yes,11,Credit Card,Fortnightly
3498,41,Female,Sandals,Footwear,73,Massachusetts,M,Yellow,Winter,4.5,No,Next Day Air,No,No,25,Venmo,Fortnightly
3499,32,Male,Sandals,Footwear,68,Arizona,L,White,Spring,2.8,No,Next Day Air,Yes,Yes,26,Cash,Annually
3500,27,Female,Slippers,Footwear,54,Virginia,S,Beige,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,28,Credit Card,Quarterly
3501,70,Male,Blouse,Clothing,32,Michigan,M,Green,Spring,4.5,No,Standard,Yes,Yes,44,Bank Transfer,Bi-Weekly
3502,64,Male,Gloves,Accessories,22,Missouri,L,Maroon,Spring,3.0,No,2-Day Shipping,Yes,Yes,27,Credit Card,Bi-Weekly
3503,24,Male,Jeans,Clothing,34,New York,M,Olive,Spring,2.9,No,2-Day Shipping,Yes,Yes,1,Debit Card,Fortnightly
3504,41,Male,Gloves,Accessories,38,Florida,XL,White,Winter,4.8,No,2-Day Shipping,No,No,13,Venmo,Weekly
3505,56,Female,Blouse,Clothing,52,Massachusetts,S,Red,Fall,2.9,No,Standard,No,No,32,Cash,Bi-Weekly
3506,49,Male,Shoes,Footwear,33,Indiana,L,Orange,Fall,4.4,No,Next Day Air,No,No,40,Venmo,Every 3 Months
3507,28,Male,Sandals,Footwear,47,California,L,Maroon,Fall,3.5,No,2-Day Shipping,Yes,Yes,33,Cash,Quarterly
3508,37,Female,Slippers,Footwear,58,Virginia,L,Charcoal,Fall,4.3,No,Free Shipping,No,No,37,Cash,Weekly
3509,37,Female,Sandals,Footwear,41,Wisconsin,M,Grey,Summer,2.7,No,Free Shipping,Yes,Yes,13,Bank Transfer,Weekly
3510,33,Male,Backpack,Accessories,41,Arizona,M,Blue,Spring,4.3,No,2-Day Shipping,Yes,Yes,5,Credit Card,Annually
3511,68,Female,Blouse,Clothing,40,Tennessee,S,Grey,Summer,3.8,No,Store Pickup,Yes,Yes,48,Credit Card,Every 3 Months
3512,28,Female,Gloves,Accessories,24,Ohio,L,Green,Summer,4.8,No,Standard,Yes,Yes,29,PayPal,Every 3 Months
3513,55,Female,Handbag,Accessories,35,Tennessee,S,Orange,Summer,3.0,No,Standard,No,No,37,Credit Card,Annually
3514,66,Female,Jewelry,Accessories,40,Michigan,M,Green,Winter,2.8,Yes,Next Day Air,No,No,48,Debit Card,Quarterly
3515,60,Female,Shirt,Clothing,32,Ohio,M,Brown,Spring,3.0,No,2-Day Shipping,Yes,Yes,10,Venmo,Bi-Weekly
3516,60,Female,Sweater,Clothing,41,Florida,L,Green,Fall,2.7,No,Next Day Air,No,No,44,Bank Transfer,Quarterly
3517,26,Male,Hoodie,Clothing,52,Indiana,M,Pink,Spring,,No,Next Day Air,Yes,Yes,19,Bank Transfer,Quarterly
3518,25,Male,T-shirt,Clothing,33,Virginia,M,Pink,Fall,2.8,No,Express,Yes,Yes,32,Bank Transfer,Every 3 Months
3519,59,Male,Jewelry,Accessories,20,New Jersey,L,Blue,Fall,3.0,No,Express,No,No,20,Cash,Monthly
3520,57,Female,Backpack,Accessories,20,Virginia,L,Black,Spring,4.5,No,Free Shipping,No,No,10,Venmo,Weekly
3521,57,Male,Sandals,Footwear,48,Ohio,L,Blue,Summer,3.1,No,Free Shipping,No,No,44,Cash,Quarterly
3522,40,Female,Jewelry,Accessories,20,Florida,M,Beige,Summer,3.1,No,Free Shipping,Yes,Yes,18,Debit Card,Every 3 Months
3523,45,Male,Sweater,Clothing,39,Massachusetts,S,Beige,Summer,4.2,No,Store Pickup,No,No,2,Bank Transfer,Annually
3524,18,Male,Sunglasses,Accessories,59,Ohio,S,White,Summer,3.5,Yes,Standard,Yes,Yes,8,Cash,Fortnightly
3525,33,Male,Jeans,Clothing,24,Massachusetts,M,Green,Summer,4.6,No,Express,Yes,Yes,49,Cash,Annually
3526,46,Male,Jacket,Outerwear,70,Missouri,M,Maroon,Fall,4.1,No,Standard,Yes,Yes,42,Venmo,Weekly
3527,24,Male,Hoodie,Clothing,76,Virginia,M,Maroon,Spring,3.2,No,Express,Yes,Yes,34,Cash,Every 3 Months
3528,24,Male,Sandals,Footwear,61,Michigan,M,Black,Winter,4.0,No,Standard,Yes,Yes,39,PayPal,Bi-Weekly
3529,20,Female,Skirt,Clothing,39,Missouri,M,Beige,Winter,4.7,Yes,Express,Yes,Yes,33,Venmo,Weekly
3530,29,Male,Sandals,Footwear,52,Arizona,L,Beige,Summer,3.4,No,Express,No,No,46,Venmo,Bi-Weekly
3531,70,Male,Hat,Accessories,41,Michigan,S,White,Winter,4.3,No,Store Pickup,Yes,Yes,5,Venmo,Monthly
3532,54,Male,Scarf,Accessories,60,Wisconsin,XL,Green,Summer,3.5,No,Express,Yes,Yes,4,Credit Card,Fortnightly
3533,68,Male,T-shirt,Clothing,37,Pennsylvania,L,Black,Spring,3.9,No,2-Day Shipping,No,No,35,Credit Card,Monthly
3534,31,Male,Pants,Clothing,33,Illinois,M,Orange,Summer,4.3,No,Next Day Air,No,No,49,Cash,Quarterly
3535,49,Female,Shoes,Footwear,34,New York,M,Maroon,Winter,2.7,No,Store Pickup,Yes,Yes,30,Cash,Annually
3536,65,Female,Handbag,Accessories,36,Massachusetts,XL,Grey,Spring,3.6,No,Free Shipping,Yes,Yes,49,Debit Card,Monthly
3537,36,Male,Shorts,Clothing,23,Washington,XL,Green,Summer,2.7,No,Next Day Air,Yes,Yes,21,Cash,Quarterly
3538,52,Male,Sunglasses,Accessories,28,New Jersey,M,Pink,Spring,4.3,Yes,2-Day Shipping,No,No,34,Cash,Annually
3539,54,Male,Belt,Accessories,21,New York,S,White,Summer,4.0,Yes,Express,Yes,Yes,26,Credit Card,Weekly
3540,62,Male,Hat,Accessories,51,Pennsylvania,XL,Red,Summer,3.3,No,Next Day Air,Yes,Yes,45,Cash,Every 3 Months
3541,69,Female,Boots,Footwear,47,New York,L,Blue,Winter,2.7,No,Express,No,No,33,PayPal,Annually
3542,50,Male,Pants,Clothing,50,Pennsylvania,L,Black,Winter,4.8,No,Next Day Air,No,No,22,Debit Card,Every 3 Months
3543,48,Female,T-shirt,Clothing,20,Wisconsin,M,Brown,Winter,3.3,No,2-Day Shipping,Yes,Yes,13,Bank Transfer,Annually
3544,64,Male,Sunglasses,Accessories,36,Indiana,L,Brown,Summer,3.2,Yes,Standard,Yes,Yes,16,PayPal,Annually
3545,54,Male,Sneakers,Footwear,36,Michigan,M,White,Fall,2.8,No,Next Day Air,Yes,Yes,4,PayPal,Quarterly
3546,37,Male,Jeans,Clothing,38,Texas,M,White,Winter,3.9,No,Standard,Yes,Yes,8,Bank Transfer,Every 3 Months
3547,51,Male,Jacket,Outerwear,108,Wisconsin,L,White,Fall,3.2,Yes,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly
3548,47,Female,Shirt,Clothing,58,Florida,M,Olive,Winter,4.6,No,Express,No,No,2,Cash,Weekly
3549,30,Male,Gloves,Accessories,33,New York,M,Pink,Winter,4.2,No,Standard,No,No,24,Bank Transfer,Weekly
3550,45,Female,Sandals,Footwear,102,North Carolina,L,Pink,Spring,2.5,No,Store Pickup,No,No,3,Debit Card,Fortnightly
3551,51,Female,T-shirt,Clothing,31,Missouri,L,White,Spring,3.9,No,Free Shipping,No,No,9,Bank Transfer,Every 3 Months
3552,65,Male,Sweater,Clothing,62,New Jersey,XL,Black,Fall,3.1,No,Express,No,No,35,PayPal,Bi-Weekly
3553,48,Male,Shorts,Clothing,22,Georgia,M,Charcoal,Spring,2.5,Yes,Standard,Yes,Yes,2,Debit Card,Every 3 Months
3554,26,Male,Belt,Accessories,31,Michigan,M,Olive,Spring,4.0,No,Next Day Air,No,No,17,Cash,Bi-Weekly
3555,70,Male,Boots,Footwear,34,Texas,M,Pink,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,10,Bank Transfer,Every 3 Months
3556,48,Female,Backpack,Accessories,38,Ohio,M,White,Spring,4.7,No,Next Day Air,Yes,Yes,3,Bank Transfer,Annually
3557,33,Male,Belt,Accessories,35,Colorado,S,Black,Fall,3.9,No,Next Day Air,Yes,Yes,11,Bank Transfer,Bi-Weekly
3558,57,Female,Sweater,Clothing,40,North Carolina,M,Maroon,Summer,3.0,No,Standard,No,No,6,Credit Card,Monthly
3559,38,Male,Hoodie,Clothing,61,Wisconsin,M,Purple,Winter,4.9,No,2-Day Shipping,No,No,5,Venmo,Monthly
3560,37,Male,Scarf,Accessories,26,North Carolina,M,Red,Spring,3.9,No,Store Pickup,No,No,34,Venmo,Annually
3561,62,Female,Shoes,Footwear,59,Tennessee,S,Black,Summer,2.9,No,Standard,No,No,7,PayPal,Bi-Weekly
3562,63,Male,Shoes,Footwear,67,Virginia,M,Pink,Fall,3.8,No,Store Pickup,No,No,47,Debit Card,Bi-Weekly
3563,45,Female,Slippers,Footwear,32,Washington,S,Charcoal,Summer,4.9,Yes,Store Pickup,Yes,Yes,25,PayPal,Every 3 Months
3564,37,Male,Handbag,Accessories,23,Indiana,L,Maroon,Fall,3.6,Yes,Standard,Yes,Yes,21,PayPal,Annually
3565,63,Female,Belt,Accessories,35,Indiana,M,Brown,Winter,3.6,No,Free Shipping,No,No,44,Debit Card,Weekly
3566,27,Female,Backpack,Accessories,44,Pennsylvania,XL,Black,Fall,3.7,No,Express,No,No,39,PayPal,Weekly
3567,57,Female,Coat,Outerwear,96,Ohio,M,Beige,Fall,3.2,Yes,Standard,No,No,22,PayPal,Annually
3568,48,Male,Slippers,Footwear,51,Virginia,L,Brown,Fall,2.9,No,Store Pickup,Yes,Yes,49,Credit Card,Monthly
3569,63,Female,Hoodie,Clothing,40,California,L,Maroon,Winter,,Yes,Next Day Air,No,No,27,PayPal,Monthly
3570,40,Male,Jeans,Clothing,31,Virginia,L,Grey,Winter,4.7,No,Next Day Air,Yes,Yes,36,Cash,Annually
3571,62,Female,Handbag,Accessories,39,North Carolina,L,Maroon,Spring,4.3,No,Next Day Air,No,No,49,Bank Transfer,Bi-Weekly
3572,18,Male,Blouse,Clothing,40,New Jersey,M,Brown,Winter,2.7,Yes,Standard,No,No,37,Cash,Monthly
3573,58,Male,Handbag,Accessories,30,New York,M,Beige,Spring,3.5,Yes,Store Pickup,No,No,30,Venmo,Every 3 Months
3574,21,Male,Shoes,Footwear,53,Arizona,L,Grey,Winter,2.5,No,Next Day Air,Yes,Yes,31,Cash,Every 3 Months
3575,52,Male,Jewelry,Accessories,43,Washington,M,Maroon,Summer,3.3,No,Standard,No,No,33,Cash,Quarterly
3576,28,Male,Belt,Accessories,26,California,L,Black,Fall,4.2,No,Next Day Air,Yes,Yes,49,Bank Transfer,Bi-Weekly
3577,69,Female,Boots,Footwear,43,Washington,L,Blue,Fall,3.2,Yes,Free Shipping,Yes,Yes,36,Debit Card,Quarterly
3578,58,Male,Slippers,Footwear,61,Colorado,S,Grey,Summer,4.6,No,Store Pickup,Yes,Yes,15,Credit Card,Every 3 Months
3579,23,Female,Shoes,Footwear,20,North Carolina,S,Blue,Winter,3.7,No,Standard,Yes,Yes,2,Venmo,Annually
3580,65,Male,Hoodie,Clothing,35,Massachusetts,L,Orange,Fall,4.2,No,Standard,Yes,Yes,40,Venmo,Quarterly
3581,31,Female,Jeans,Clothing,27,Pennsylvania,L,Charcoal,Summer,4.7,No,Free Shipping,No,No,25,Bank Transfer,Annually
3582,46,Female,Blouse,Clothing,63,Massachusetts,L,Olive,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,21,PayPal,Every 3 Months
3583,22,Male,Sunglasses,Accessories,28,Illinois,L,White,Summer,4.7,No,Store Pickup,Yes,Yes,47,PayPal,Every 3 Months
3584,23,Female,Backpack,Accessories,26,Ohio,M,Olive,Spring,4.5,No,Store Pickup,Yes,Yes,8,Venmo,Monthly
3585,30,Female,Sweater,Clothing,44,Texas,S,White,Winter,3.9,No,Store Pickup,No,No,2,Bank Transfer,Monthly
3586,46,Female,T-shirt,Clothing,36,Texas,M,Beige,Winter,3.2,No,Next Day Air,Yes,Yes,37,Debit Card,Quarterly
3587,46,Male,Coat,Outerwear,68,New York,M,Grey,Winter,3.2,Yes,Standard,No,No,47,Credit Card,Annually
3588,63,Male,Handbag,Accessories,36,Florida,L,Maroon,Winter,4.7,Yes,Free Shipping,Yes,Yes,42,Debit Card,Monthly
3589,26,Female,Sunglasses,Accessories,28,Virginia,L,Green,Fall,2.6,Yes,Store Pickup,No,No,44,Debit Card,Quarterly
3590,57,Male,Handbag,Accessories,28,Illinois,L,Charcoal,Winter,4.9,No,Express,No,No,44,Bank Transfer,Monthly
3591,18,Female,Jeans,Clothing,29,Georgia,M,Pink,Winter,3.3,Yes,Standard,No,No,35,Credit Card,Quarterly
3592,33,Male,Skirt,Clothing,27,Florida,M,Purple,Spring,4.3,Yes,Free Shipping,No,No,47,Credit Card,Quarterly
3593,27,Female,Sneakers,Footwear,55,North Carolina,M,Yellow,Summer,,Yes,Standard,No,No,18,Debit Card,Weekly
3594,24,Male,Sweater,Clothing,49,Illinois,M,Blue,Spring,4.9,Yes,Free Shipping,Yes,Yes,38,PayPal,Weekly
3595,48,Male,T-shirt,Clothing,23,Pennsylvania,S,Purple,Fall,2.6,No,2-Day Shipping,Yes,Yes,5,Cash,Weekly
3596,65,Female,Hoodie,Clothing,56,Texas,M,Orange,Spring,3.4,No,Express,No,No,27,PayPal,Every 3 Months
3597,53,Female,Gloves,Accessories,46,Washington,M,Grey,Winter,4.7,No,Store Pickup,No,No,15,PayPal,Annually
3598,63,Female,Pants,Clothing,59,Ohio,S,Grey,Winter,3.2,No,Store Pickup,No,No,47,Credit Card,Bi-Weekly
3599,49,Female,Gloves,Accessories,39,Colorado,L,Yellow,Summer,3.2,No,2-Day Shipping,Yes,Yes,22,Cash,Weekly
3600,20,Male,Handbag,Accessories,44,Wisconsin,L,Maroon,Fall,4.7,No,Free Shipping,Yes,Yes,11,PayPal,Weekly
3601,36,Male,Handbag,Accessories,67,Michigan,S,Green,Winter,4.6,No,Store Pickup,No,No,29,PayPal,Monthly
3602,61,Male,Scarf,Accessories,30,Washington,L,Yellow,Winter,2.8,Yes,Express,No,No,4,Bank Transfer,Quarterly
3603,20,Male,Hat,Accessories,20,Tennessee,S,Olive,Summer,4.0,No,Store Pickup,Yes,Yes,7,Venmo,Bi-Weekly
3604,23,Male,Dress,Clothing,21,Pennsylvania,M,Blue,Winter,3.1,No,Next Day Air,Yes,Yes,22,Credit Card,Quarterly
3605,62,Female,Sandals,Footwear,81,New York,L,Green,Spring,3.0,No,Store Pickup,No,No,32,Venmo,Fortnightly
3606,21,Male,Boots,Footwear,81,Virginia,M,Maroon,Spring,4.0,No,Store Pickup,No,No,30,Venmo,Every 3 Months
3607,68,Male,Gloves,Accessories,21,Massachusetts,L,Purple,Summer,2.8,Yes,Next Day Air,No,No,3,Debit Card,Bi-Weekly
3608,58,Male,Sweater,Clothing,34,Michigan,M,White,Summer,3.7,Yes,Next Day Air,Yes,Yes,34,PayPal,Annually
3609,53,Male,Sneakers,Footwear,50,Georgia,M,Blue,Fall,3.1,No,Store Pickup,Yes,Yes,3,Bank Transfer,Every 3 Months
3610,46,Male,Dress,Clothing,63,California,M,Olive,Winter,4.6,No,2-Day Shipping,Yes,Yes,41,Bank Transfer,Monthly
3611,22,Male,Dress,Clothing,25,Arizona,M,Maroon,Spring,3.9,Yes,Next Day Air,No,No,2,PayPal,Annually
