Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Age Group,Spending Segment,High Value Customer
2987,18,Male,Dress,Clothing,51,North Carolina,L,Black,Fall,3.3,No,2-Day Shipping,Yes,Yes,23,PayPal,Annually,18-25,Medium,0
2988,42,Male,Sweater,Clothing,54,Arizona,L,Beige,Summer,3.2,No,Free Shipping,No,No,31,Credit Card,Bi-Weekly,36-45,Medium,1
2989,24,Male,T-shirt,Clothing,61,Tennessee,S,Beige,Spring,4.3,No,2-Day Shipping,Yes,Yes,44,PayPal,Quarterly,18-25,High,1
2990,40,Male,Pants,Clothing,28,California,M,Purple,Spring,3.6,No,Free Shipping,Yes,Yes,7,Venmo,Weekly,36-45,Low,0
2991,50,Female,Sunglasses,Accessories,38,Georgia,L,Red,Summer,3.2,No,Express,Yes,Yes,13,Venmo,Weekly,46-55,Medium,0
2992,39,Female,Boots,Footwear,49,Missouri,S,Charcoal,Spring,4.6,No,Store Pickup,No,No,32,Bank Transfer,Quarterly,36-45,Medium,1
2993,34,Male,Blouse,Clothing,43,Pennsylvania,M,Maroon,Fall,2.7,Yes,2-Day Shipping,No,No,9,Bank Transfer,Bi-Weekly,26-35,Medium,0
2994,34,Male,T-shirt,Clothing,57,Wisconsin,L,Charcoal,Spring,4.4,No,Next Day Air,No,No,40,PayPal,Monthly,26-35,Medium,1
2995,33,Male,Sunglasses,Accessories,49,Ohio,XL,Black,Spring,3.1,Yes,Express,No,No,14,Venmo,Fortnightly,26-35,Medium,0
2996,35,Male,Sneakers,Footwear,75,Michigan,S,Orange,Spring,4.8,No,2-Day Shipping,Yes,Yes,17,Credit Card,Every 3 Months,26-35,High,0
2997,37,Male,Slippers,Footwear,61,Texas,L,Black,Fall,2.5,No,Express,No,No,41,Bank Transfer,Weekly,36-45,High,1
2998,54,Male,Skirt,Clothing,43,Virginia,M,Black,Fall,3.9,No,Standard,Yes,Yes,27,Credit Card,Quarterly,46-55,Medium,0
2999,23,Female,Pants,Clothing,41,Illinois,L,Black,Winter,4.1,No,Express,No,No,40,Debit Card,Quarterly,18-25,Medium,0
3000,20,Male,Shirt,Clothing,20,Tennessee,L,Beige,Summer,3.9,Yes,Standard,No,No,32,Cash,Every 3 Months,18-25,Low,0
3001,45,Female,Jeans,Clothing,65,New York,L,Brown,Fall,4.5,No,Express,No,No,26,Debit Card,Fortnightly,36-45,High,1
3002,54,Male,Blouse,Clothing,40,New York,XL,Charcoal,Summer,2.8,No,Next Day Air,Yes,Yes,26,Credit Card,Bi-Weekly,46-55,Medium,0
3003,31,Male,Coat,Outerwear,82,Michigan,XL,Orange,Fall,3.5,Yes,Next Day Air,No,No,41,Credit Card,Monthly,26-35,High,1
3004,28,Female,Shirt,Clothing,55,Texas,XL,Pink,Winter,4.7,Yes,2-Day Shipping,No,No,50,PayPal,Bi-Weekly,26-35,Medium,1
3005,51,Male,Slippers,Footwear,36,Pennsylvania,M,Grey,Fall,4.7,No,Store Pickup,No,No,2,Cash,Every 3 Months,46-55,Medium,0
3006,38,Female,Belt,Accessories,21,Colorado,M,Brown,Summer,3.7,No,2-Day Shipping,Yes,Yes,26,Bank Transfer,Every 3 Months,36-45,Low,0
3007,57,Male,Handbag,Accessories,58,Washington,S,Charcoal,Winter,3.9,Yes,Standard,No,No,40,Bank Transfer,Every 3 Months,56-70,Medium,1
3008,25,Male,Slippers,Footwear,59,Arizona,M,Green,Fall,4.4,No,Free Shipping,Yes,Yes,33,Debit Card,Monthly,18-25,Medium,1
3009,24,Male,Jeans,Clothing,36,Texas,L,Brown,Winter,4.4,No,Next Day Air,No,No,25,Credit Card,Quarterly,18-25,Medium,0
3010,47,Female,Shoes,Footwear,53,Colorado,S,Purple,Fall,4.7,No,Standard,Yes,Yes,40,Venmo,Fortnightly,46-55,Medium,1
3011,38,Male,Backpack,Accessories,51,Texas,XL,Purple,Fall,4.6,No,Standard,No,No,24,Credit Card,Fortnightly,36-45,Medium,0
3012,56,Female,Hoodie,Clothing,59,Arizona,M,Beige,Fall,3.5,No,2-Day Shipping,Yes,Yes,7,Debit Card,Bi-Weekly,56-70,Medium,0
3013,44,Female,Scarf,Accessories,20,New Jersey,S,Red,Winter,4.1,No,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,36-45,Low,0
3014,36,Female,Handbag,Accessories,59,Virginia,M,Charcoal,Summer,3.7,No,Express,Yes,Yes,3,Credit Card,Every 3 Months,36-45,Medium,0
3015,26,Male,Skirt,Clothing,59,Georgia,S,Olive,Fall,2.8,No,Store Pickup,No,No,36,Debit Card,Fortnightly,26-35,Medium,1
3016,26,Female,Shirt,Clothing,42,Florida,S,White,Winter,4.6,No,Free Shipping,No,No,49,Cash,Annually,26-35,Medium,0
3017,58,Female,Blouse,Clothing,27,Tennessee,M,Purple,Spring,4.0,No,Standard,No,No,19,Bank Transfer,Bi-Weekly,56-70,Low,0
3018,30,Male,Skirt,Clothing,60,Illinois,M,Black,Summer,2.6,No,2-Day Shipping,No,No,37,Credit Card,Every 3 Months,26-35,Medium,1
3019,44,Male,T-shirt,Clothing,52,Michigan,L,Green,Spring,4.2,No,2-Day Shipping,No,No,50,Credit Card,Weekly,36-45,Medium,1
3020,61,Male,Jacket,Outerwear,53,Illinois,M,Green,Fall,3.2,No,Next Day Air,Yes,Yes,20,Cash,Every 3 Months,56-70,Medium,0
3021,65,Male,Slippers,Footwear,51,California,L,Orange,Summer,2.7,Yes,Express,No,No,45,Bank Transfer,Monthly,56-70,Medium,1
3022,32,Female,Sneakers,Footwear,101,North Carolina,L,Green,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,1,Venmo,Every 3 Months,26-35,Premium,0
3023,23,Male,Sunglasses,Accessories,35,Arizona,S,Green,Spring,4.3,No,2-Day Shipping,No,No,34,PayPal,Fortnightly,18-25,Medium,0
3024,59,Male,Jewelry,Accessories,23,New Jersey,S,Beige,Winter,3.8,No,Next Day Air,Yes,Yes,9,Credit Card,Fortnightly,56-70,Low,0
3025,54,Male,Handbag,Accessories,20,Virginia,L,Beige,Winter,2.5,Yes,Express,No,No,40,Venmo,Annually,46-55,Low,0
3026,35,Male,Backpack,Accessories,61,Tennessee,L,Black,Fall,3.9,No,Standard,No,No,1,Bank Transfer,Quarterly,26-35,High,0
3027,49,Male,T-shirt,Clothing,57,Tennessee,S,Green,Fall,2.5,No,Store Pickup,Yes,Yes,42,PayPal,Monthly,46-55,Medium,1
3028,28,Female,Scarf,Accessories,56,North Carolina,L,Beige,Summer,4.8,No,Next Day Air,No,No,20,Debit Card,Quarterly,26-35,Medium,0
3029,55,Male,Sandals,Footwear,58,Pennsylvania,M,White,Summer,3.2,No,Express,Yes,Yes,12,Debit Card,Bi-Weekly,46-55,Medium,0
3030,56,Male,Shorts,Clothing,63,Massachusetts,S,Pink,Summer,4.7,Yes,Next Day Air,No,No,28,Cash,Annually,56-70,High,1
3031,33,Female,Shirt,Clothing,32,Michigan,M,Purple,Summer,2.5,No,Standard,No,No,50,Credit Card,Monthly,26-35,Medium,0
3032,42,Male,Jeans,Clothing,47,Ohio,L,Brown,Winter,2.7,No,2-Day Shipping,No,No,9,Bank Transfer,Weekly,36-45,Medium,0
3033,35,Male,Belt,Accessories,39,California,M,Brown,Fall,3.6,No,Store Pickup,No,No,16,PayPal,Bi-Weekly,26-35,Medium,0
3034,19,Male,Shorts,Clothing,65,Michigan,M,Purple,Summer,4.4,No,Store Pickup,No,No,32,Venmo,Annually,18-25,High,1
3035,24,Female,Scarf,Accessories,39,Michigan,S,Yellow,Fall,4.9,Yes,Next Day Air,No,No,5,Credit Card,Monthly,18-25,Medium,0
3036,68,Female,Jewelry,Accessories,25,Missouri,S,Beige,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,48,Credit Card,Every 3 Months,56-70,Low,0
3037,42,Male,Sandals,Footwear,55,Tennessee,M,Green,Summer,3.4,Yes,Free Shipping,No,No,27,Cash,Weekly,36-45,Medium,1
3038,25,Male,Backpack,Accessories,20,Ohio,M,Yellow,Winter,2.6,No,Free Shipping,No,No,50,Debit Card,Weekly,18-25,Low,0
3039,20,Male,Backpack,Accessories,20,New York,L,Yellow,Summer,4.0,No,2-Day Shipping,Yes,Yes,21,Venmo,Fortnightly,18-25,Low,0
3040,36,Male,Belt,Accessories,47,New Jersey,L,Green,Spring,3.5,No,2-Day Shipping,Yes,Yes,42,Bank Transfer,Monthly,36-45,Medium,1
3041,70,Male,Shoes,Footwear,49,Michigan,S,Orange,Spring,4.8,No,Store Pickup,Yes,Yes,17,PayPal,Quarterly,56-70,Medium,0
3042,38,Female,Pants,Clothing,41,California,S,Orange,Summer,3.7,Yes,Store Pickup,Yes,Yes,23,Venmo,Weekly,36-45,Medium,0
3043,70,Female,Sweater,Clothing,57,New Jersey,M,Charcoal,Fall,4.4,No,2-Day Shipping,Yes,Yes,18,Venmo,Annually,56-70,Medium,0
3044,43,Male,Hat,Accessories,55,Pennsylvania,L,Yellow,Winter,4.6,No,Express,Yes,Yes,28,Debit Card,Quarterly,36-45,Medium,1
3045,58,Female,Hat,Accessories,43,Florida,M,Beige,Summer,2.7,Yes,Store Pickup,No,No,12,Debit Card,Bi-Weekly,56-70,Medium,0
3046,59,Female,Boots,Footwear,83,Colorado,L,Red,Summer,3.6,No,Next Day Air,No,No,26,Bank Transfer,Monthly,56-70,High,1
3047,19,Male,Sweater,Clothing,52,New Jersey,M,Olive,Fall,4.7,No,Standard,Yes,Yes,42,Bank Transfer,Monthly,18-25,Medium,1
3048,18,Male,Scarf,Accessories,39,New Jersey,M,Charcoal,Summer,3.6,No,Free Shipping,No,No,8,Venmo,Every 3 Months,18-25,Medium,0
3049,66,Female,Pants,Clothing,48,Ohio,M,Pink,Summer,3.9,Yes,Next Day Air,No,No,40,PayPal,Weekly,56-70,Medium,1
3050,67,Male,Boots,Footwear,35,Arizona,L,Brown,Spring,4.7,No,Free Shipping,Yes,Yes,43,Credit Card,Quarterly,56-70,Medium,0
3051,25,Female,Jacket,Outerwear,89,Michigan,M,Pink,Summer,3.1,No,Standard,Yes,Yes,2,Credit Card,Monthly,18-25,High,0
3052,52,Male,Shirt,Clothing,20,Indiana,M,Grey,Spring,4.7,No,2-Day Shipping,No,No,34,Venmo,Every 3 Months,46-55,Low,0
3053,66,Male,Sweater,Clothing,36,Florida,M,Olive,Fall,3.5,Yes,Express,Yes,Yes,25,Credit Card,Bi-Weekly,56-70,Medium,0
3054,68,Female,Sweater,Clothing,45,Tennessee,XL,Beige,Summer,4.0,Yes,2-Day Shipping,Yes,Yes,32,Debit Card,Bi-Weekly,56-70,Medium,1
3055,33,Male,Belt,Accessories,23,Pennsylvania,M,Yellow,Spring,3.3,No,Standard,No,No,15,Bank Transfer,Every 3 Months,26-35,Low,0
3056,61,Male,Belt,Accessories,28,Massachusetts,L,Blue,Winter,3.8,No,Express,Yes,Yes,12,Bank Transfer,Every 3 Months,56-70,Low,0
3057,52,Male,Sandals,Footwear,82,Washington,XL,Brown,Spring,2.6,Yes,Standard,No,No,15,Credit Card,Every 3 Months,46-55,High,0
3058,67,Male,Sandals,Footwear,71,Pennsylvania,M,Yellow,Fall,2.7,No,Express,No,No,8,PayPal,Annually,56-70,High,0
3059,25,Male,Sandals,Footwear,44,Illinois,M,Maroon,Spring,3.5,Yes,Store Pickup,Yes,Yes,21,Debit Card,Weekly,18-25,Medium,0
3060,49,Male,T-shirt,Clothing,37,Georgia,S,Blue,Spring,3.3,No,Free Shipping,No,No,44,Credit Card,Quarterly,46-55,Medium,0
3061,19,Male,Boots,Footwear,35,Massachusetts,L,Purple,Spring,4.0,No,Express,No,No,39,Debit Card,Quarterly,18-25,Medium,0
3062,36,Male,T-shirt,Clothing,55,Massachusetts,XL,White,Fall,2.6,No,2-Day Shipping,No,No,9,PayPal,Fortnightly,36-45,Medium,0
3063,18,Male,Coat,Outerwear,71,Massachusetts,XL,Brown,Spring,2.9,No,Standard,No,No,28,Debit Card,Monthly,18-25,High,1
3064,41,Female,Hoodie,Clothing,20,Colorado,M,Green,Summer,3.0,No,Standard,No,No,4,PayPal,Annually,36-45,Low,0
3065,60,Male,Coat,Outerwear,76,Texas,XL,Grey,Fall,3.6,No,Store Pickup,Yes,Yes,3,Credit Card,Weekly,56-70,High,0
3066,52,Male,Belt,Accessories,41,Georgia,M,Pink,Fall,3.1,Yes,Standard,Yes,Yes,32,Cash,Every 3 Months,46-55,Medium,0
3067,34,Male,Dress,Clothing,59,Pennsylvania,L,Pink,Winter,2.8,No,Store Pickup,Yes,Yes,16,Venmo,Bi-Weekly,26-35,Medium,0
3068,40,Male,Sweater,Clothing,43,Georgia,M,Red,Summer,4.0,No,Standard,No,No,36,Debit Card,Every 3 Months,36-45,Medium,0
3069,37,Female,Boots,Footwear,49,Georgia,M,Olive,Spring,4.4,No,Express,Yes,Yes,8,Cash,Monthly,36-45,Medium,0
3070,56,Male,Jeans,Clothing,74,Florida,L,White,Winter,4.2,No,2-Day Shipping,No,No,6,Venmo,Weekly,56-70,High,0
3071,32,Male,Dress,Clothing,45,Wisconsin,M,Red,Winter,3.2,Yes,2-Day Shipping,No,No,36,Credit Card,Weekly,26-35,Medium,1
3072,22,Female,Jewelry,Accessories,45,California,XL,Blue,Winter,4.6,Yes,Free Shipping,No,No,11,PayPal,Every 3 Months,18-25,Medium,0
3073,44,Female,Sandals,Footwear,46,Arizona,M,Charcoal,Winter,4.0,No,Standard,No,No,3,Debit Card,Every 3 Months,36-45,Medium,0
3074,61,Female,Boots,Footwear,65,Michigan,L,Blue,Fall,4.0,No,Express,Yes,Yes,40,Debit Card,Fortnightly,56-70,High,1
3075,43,Female,Jewelry,Accessories,20,Virginia,M,Blue,Winter,3.0,No,Free Shipping,Yes,Yes,36,Bank Transfer,Quarterly,36-45,Low,0
3076,28,Female,Shirt,Clothing,38,Tennessee,S,Pink,Fall,3.1,Yes,Standard,No,No,47,Credit Card,Monthly,26-35,Medium,0
3077,20,Male,Sneakers,Footwear,36,Massachusetts,M,Blue,Fall,3.7,Yes,Next Day Air,No,No,30,Debit Card,Weekly,18-25,Medium,0
3078,68,Male,Blouse,Clothing,35,New Jersey,L,Red,Fall,3.1,No,2-Day Shipping,No,No,24,Venmo,Quarterly,56-70,Medium,0
3079,58,Male,Shoes,Footwear,73,Ohio,L,Blue,Fall,4.2,Yes,Express,No,No,34,Debit Card,Fortnightly,56-70,High,1
3080,26,Male,Dress,Clothing,35,Wisconsin,S,Pink,Summer,3.3,No,Store Pickup,No,No,40,Venmo,Bi-Weekly,26-35,Medium,0
3081,21,Male,Backpack,Accessories,45,Texas,M,Beige,Summer,2.9,No,Standard,No,No,32,Venmo,Weekly,18-25,Medium,1
3082,24,Male,Skirt,Clothing,67,Colorado,M,Purple,Winter,2.9,No,2-Day Shipping,Yes,Yes,16,Venmo,Fortnightly,18-25,High,0
3083,37,Male,Dress,Clothing,44,New York,L,Charcoal,Summer,2.8,No,Store Pickup,No,No,45,Debit Card,Annually,36-45,Medium,1
3084,61,Female,Blouse,Clothing,59,Illinois,L,Blue,Winter,3.6,Yes,2-Day Shipping,No,No,36,Debit Card,Monthly,56-70,Medium,1
3085,26,Female,Shirt,Clothing,52,Tennessee,L,Maroon,Fall,2.5,No,Store Pickup,No,No,44,Debit Card,Every 3 Months,26-35,Medium,1
3086,61,Male,Dress,Clothing,46,Colorado,M,Beige,Winter,3.9,No,Free Shipping,Yes,Yes,28,Bank Transfer,Bi-Weekly,56-70,Medium,1
3087,18,Male,Dress,Clothing,56,Massachusetts,S,White,Fall,3.2,No,Next Day Air,No,No,23,PayPal,Weekly,18-25,Medium,0
3088,57,Male,Sunglasses,Accessories,62,Tennessee,S,Brown,Fall,3.9,No,Store Pickup,Yes,Yes,43,Bank Transfer,Quarterly,56-70,High,1
3089,32,Male,Backpack,Accessories,25,Ohio,XL,Olive,Summer,4.8,No,2-Day Shipping,Yes,Yes,31,PayPal,Fortnightly,26-35,Low,0
3090,68,Female,Hat,Accessories,20,Massachusetts,M,Brown,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,56-70,Low,0
3091,43,Female,Belt,Accessories,20,Illinois,M,Blue,Fall,3.9,No,Standard,No,No,45,Credit Card,Monthly,36-45,Low,0
3092,32,Female,Backpack,Accessories,49,Michigan,L,Yellow,Summer,3.5,No,Express,Yes,Yes,15,Credit Card,Bi-Weekly,26-35,Medium,0
3093,30,Female,Sneakers,Footwear,71,North Carolina,M,Charcoal,Spring,4.2,No,Next Day Air,Yes,Yes,10,Venmo,Weekly,26-35,High,0
3094,61,Female,Hoodie,Clothing,36,Massachusetts,M,Red,Spring,4.8,Yes,Standard,Yes,Yes,8,PayPal,Quarterly,56-70,Medium,0
3095,39,Male,Jacket,Outerwear,42,Texas,S,Purple,Spring,3.7,No,Store Pickup,No,No,30,Credit Card,Monthly,36-45,Medium,0
3096,36,Male,Pants,Clothing,34,California,L,Pink,Fall,2.7,Yes,Free Shipping,No,No,41,Cash,Annually,36-45,Medium,0
3097,56,Male,Coat,Outerwear,83,California,L,Maroon,Winter,4.4,No,Next Day Air,No,No,49,Venmo,Weekly,56-70,High,1
3098,46,Male,Gloves,Accessories,33,Ohio,M,Olive,Winter,2.5,No,Store Pickup,No,No,2,Debit Card,Monthly,46-55,Medium,0
3099,53,Male,Shorts,Clothing,47,Arizona,M,Brown,Fall,4.4,No,2-Day Shipping,Yes,Yes,1,Debit Card,Every 3 Months,46-55,Medium,0
3100,41,Male,Jewelry,Accessories,27,Florida,M,Yellow,Winter,2.7,Yes,Free Shipping,No,No,34,PayPal,Bi-Weekly,36-45,Low,0
3101,21,Female,Belt,Accessories,50,Wisconsin,L,Yellow,Spring,2.8,Yes,Free Shipping,Yes,Yes,14,Debit Card,Fortnightly,18-25,Medium,0
3102,18,Male,Boots,Footwear,60,North Carolina,M,Orange,Winter,4.5,No,Next Day Air,No,No,24,Bank Transfer,Annually,18-25,Medium,0
3103,20,Female,T-shirt,Clothing,53,Pennsylvania,M,White,Winter,4.2,Yes,Standard,No,No,4,Venmo,Bi-Weekly,18-25,Medium,0
3104,48,Female,Skirt,Clothing,47,Indiana,M,Yellow,Summer,3.9,No,Store Pickup,No,No,4,Debit Card,Annually,46-55,Medium,0
3105,45,Male,Shorts,Clothing,52,Florida,XL,Green,Spring,4.6,Yes,Store Pickup,No,No,27,Bank Transfer,Every 3 Months,36-45,Medium,1
3106,57,Male,T-shirt,Clothing,51,Florida,M,Charcoal,Fall,4.6,No,Standard,Yes,Yes,35,Bank Transfer,Quarterly,56-70,Medium,1
3107,65,Male,Sunglasses,Accessories,21,Georgia,M,Maroon,Spring,3.6,No,2-Day Shipping,No,No,45,Debit Card,Every 3 Months,56-70,Low,0
3108,27,Male,Shoes,Footwear,60,Texas,M,Blue,Fall,5.0,No,Express,No,No,25,Bank Transfer,Monthly,26-35,Medium,1
3109,68,Male,Dress,Clothing,56,Colorado,L,Orange,Summer,3.4,No,Standard,No,No,33,Debit Card,Quarterly,56-70,Medium,1
3110,67,Female,Boots,Footwear,72,New Jersey,L,Yellow,Fall,2.9,No,Free Shipping,No,No,44,Cash,Fortnightly,56-70,High,1
3111,50,Male,Scarf,Accessories,41,Georgia,XL,Maroon,Winter,4.6,No,Standard,Yes,Yes,22,Bank Transfer,Weekly,46-55,Medium,0
3112,46,Male,Blouse,Clothing,30,Indiana,M,Purple,Spring,3.5,No,2-Day Shipping,No,No,11,Credit Card,Quarterly,46-55,Low,0
3113,27,Female,Blouse,Clothing,32,California,M,Orange,Spring,4.7,No,2-Day Shipping,No,No,42,Debit Card,Every 3 Months,26-35,Medium,0
3114,27,Male,Belt,Accessories,28,Washington,M,Brown,Fall,2.7,Yes,2-Day Shipping,No,No,1,Bank Transfer,Every 3 Months,26-35,Low,0
3115,18,Male,Sunglasses,Accessories,37,Virginia,L,Maroon,Fall,2.8,No,Next Day Air,Yes,Yes,14,PayPal,Every 3 Months,18-25,Medium,0
3116,52,Male,Slippers,Footwear,53,Georgia,L,Brown,Summer,2.6,No,Store Pickup,Yes,Yes,7,Bank Transfer,Annually,46-55,Medium,0
3117,40,Male,Backpack,Accessories,20,Missouri,M,Red,Spring,4.0,No,Next Day Air,No,No,33,Credit Card,Quarterly,36-45,Low,0
3118,28,Male,Slippers,Footwear,38,North Carolina,M,Beige,Fall,4.6,Yes,Express,Yes,Yes,14,Credit Card,Fortnightly,26-35,Medium,0
3119,25,Male,Boots,Footwear,23,Missouri,M,Red,Fall,3.5,Yes,Free Shipping,Yes,Yes,18,Venmo,Fortnightly,18-25,Low,0
3120,21,Male,Dress,Clothing,20,Colorado,L,Brown,Winter,2.7,Yes,Store Pickup,Yes,Yes,33,Bank Transfer,Fortnightly,18-25,Low,0
3121,51,Male,Scarf,Accessories,33,Illinois,M,Olive,Winter,3.4,No,Express,No,No,15,PayPal,Annually,46-55,Medium,0
3122,54,Male,Jewelry,Accessories,69,Tennessee,M,Purple,Fall,3.4,No,Standard,No,No,19,Cash,Annually,46-55,High,0
3123,51,Male,Pants,Clothing,71,California,S,Charcoal,Spring,4.1,No,Next Day Air,No,No,25,Cash,Every 3 Months,46-55,High,1
3124,23,Male,Sunglasses,Accessories,20,Florida,M,Grey,Summer,4.1,No,Next Day Air,No,No,6,Debit Card,Annually,18-25,Low,0
3125,20,Male,Sunglasses,Accessories,37,New Jersey,S,Yellow,Fall,2.8,Yes,Store Pickup,Yes,Yes,47,Venmo,Bi-Weekly,18-25,Medium,0
3126,23,Male,Jeans,Clothing,23,Missouri,L,Charcoal,Summer,3.6,No,Free Shipping,Yes,Yes,50,Bank Transfer,Every 3 Months,18-25,Low,0
3127,57,Male,Shorts,Clothing,25,Georgia,L,Brown,Spring,4.1,No,Free Shipping,Yes,Yes,36,Credit Card,Fortnightly,56-70,Low,0
3128,57,Male,Slippers,Footwear,37,Colorado,M,Red,Fall,3.1,No,Express,No,No,6,Bank Transfer,Weekly,56-70,Medium,0
3129,33,Female,Coat,Outerwear,71,Colorado,M,Purple,Winter,3.5,No,Express,No,No,24,Credit Card,Quarterly,26-35,High,0
3130,20,Female,Jacket,Outerwear,72,Virginia,L,White,Fall,4.0,No,Express,Yes,Yes,18,Credit Card,Quarterly,18-25,High,0
3131,34,Male,Hoodie,Clothing,48,Missouri,L,Maroon,Winter,3.5,Yes,Express,Yes,Yes,9,Debit Card,Quarterly,26-35,Medium,0
3132,60,Female,Scarf,Accessories,44,Texas,L,White,Spring,2.6,No,Standard,No,No,44,Credit Card,Monthly,56-70,Medium,1
3133,25,Male,Sneakers,Footwear,49,Florida,L,Pink,Winter,3.1,No,Free Shipping,No,No,21,Credit Card,Quarterly,18-25,Medium,0
3134,60,Male,Dress,Clothing,45,Missouri,L,Purple,Fall,4.4,No,Next Day Air,No,No,33,Cash,Bi-Weekly,56-70,Medium,1
3135,42,Female,Jeans,Clothing,28,Washington,L,Orange,Summer,3.1,Yes,Store Pickup,No,No,35,PayPal,Bi-Weekly,36-45,Low,0
3136,25,Female,Hat,Accessories,20,Washington,M,Yellow,Winter,4.5,No,Standard,Yes,Yes,16,Cash,Fortnightly,18-25,Low,0
3137,67,Female,Handbag,Accessories,20,North Carolina,M,White,Spring,3.7,No,Express,No,No,18,Debit Card,Bi-Weekly,56-70,Low,0
3138,45,Male,Sneakers,Footwear,64,Georgia,S,Orange,Spring,3.7,No,Standard,Yes,Yes,49,Debit Card,Bi-Weekly,36-45,High,1
3139,53,Female,Dress,Clothing,39,Illinois,L,Charcoal,Fall,4.4,No,Standard,No,No,42,Credit Card,Fortnightly,46-55,Medium,0
3140,23,Male,Jeans,Clothing,20,Georgia,L,Orange,Fall,3.5,No,Standard,Yes,Yes,26,Debit Card,Monthly,18-25,Low,0
3141,37,Male,Shirt,Clothing,44,Texas,XL,Black,Spring,3.1,No,2-Day Shipping,No,No,27,Credit Card,Bi-Weekly,36-45,Medium,1
3142,51,Male,Jeans,Clothing,26,Ohio,S,White,Winter,2.8,Yes,Standard,No,No,1,Venmo,Fortnightly,46-55,Low,0
3143,52,Female,Boots,Footwear,79,Wisconsin,M,Red,Winter,4.2,No,Store Pickup,No,No,11,Bank Transfer,Annually,46-55,High,0
3144,21,Male,Shorts,Clothing,36,Florida,L,Red,Winter,3.7,No,Standard,Yes,Yes,1,Venmo,Monthly,18-25,Medium,0
3145,50,Female,Shirt,Clothing,55,Virginia,L,White,Summer,4.5,No,Standard,No,No,41,Venmo,Weekly,46-55,Medium,1
3146,68,Male,Pants,Clothing,61,California,L,Charcoal,Winter,3.6,No,Express,Yes,Yes,48,Credit Card,Weekly,56-70,High,1
3147,59,Female,Handbag,Accessories,20,Virginia,M,Beige,Spring,3.5,No,2-Day Shipping,No,No,9,Cash,Weekly,56-70,Low,0
3148,29,Female,Shoes,Footwear,56,Ohio,XL,Beige,Winter,3.2,No,Express,Yes,Yes,15,Credit Card,Bi-Weekly,26-35,Medium,0
3149,66,Female,Shirt,Clothing,53,Virginia,XL,Olive,Winter,3.0,No,2-Day Shipping,No,No,18,Venmo,Fortnightly,56-70,Medium,0
3150,54,Male,Sunglasses,Accessories,36,Michigan,XL,Charcoal,Fall,4.6,No,Standard,Yes,Yes,41,Cash,Annually,46-55,Medium,0
3151,21,Male,Shoes,Footwear,60,New Jersey,L,Grey,Summer,2.7,No,Next Day Air,Yes,Yes,21,Venmo,Monthly,18-25,Medium,0
3152,24,Male,Shorts,Clothing,25,Colorado,L,Black,Summer,4.8,Yes,Next Day Air,No,No,3,PayPal,Every 3 Months,18-25,Low,0
3153,66,Male,Handbag,Accessories,43,Arizona,S,Brown,Spring,2.6,No,Express,No,No,30,Venmo,Fortnightly,56-70,Medium,0
3154,29,Male,Gloves,Accessories,27,Virginia,M,Charcoal,Spring,3.8,Yes,Next Day Air,Yes,Yes,8,PayPal,Weekly,26-35,Low,0
3155,23,Male,Boots,Footwear,60,Wisconsin,S,Brown,Summer,2.6,No,Express,Yes,Yes,33,Credit Card,Bi-Weekly,18-25,Medium,1
3156,41,Male,Shorts,Clothing,58,Arizona,M,Maroon,Spring,4.4,Yes,Next Day Air,Yes,Yes,43,Cash,Quarterly,36-45,Medium,1
3157,45,Male,Pants,Clothing,55,Florida,XL,Orange,Fall,3.0,No,Express,Yes,Yes,4,PayPal,Every 3 Months,36-45,Medium,0
3158,48,Male,Slippers,Footwear,60,New York,L,Yellow,Fall,3.9,No,Express,No,No,50,Venmo,Fortnightly,46-55,Medium,1
3159,52,Female,Gloves,Accessories,44,Washington,M,White,Winter,4.8,No,Store Pickup,No,No,34,Debit Card,Bi-Weekly,46-55,Medium,1
3160,70,Male,Belt,Accessories,45,North Carolina,L,Brown,Summer,4.1,No,Free Shipping,No,No,3,PayPal,Monthly,56-70,Medium,0
3161,58,Female,Belt,Accessories,57,Massachusetts,M,Red,Winter,2.9,Yes,Next Day Air,No,No,12,Debit Card,Bi-Weekly,56-70,Medium,0
3162,19,Female,Scarf,Accessories,34,Colorado,M,Red,Summer,4.5,No,Standard,No,No,9,Venmo,Bi-Weekly,18-25,Medium,0
3163,22,Male,Slippers,Footwear,57,Florida,L,Charcoal,Fall,3.6,No,Standard,No,No,45,Venmo,Annually,18-25,Medium,1
3164,18,Female,Jacket,Outerwear,88,Virginia,M,Orange,Winter,2.5,No,Standard,No,No,37,Venmo,Annually,18-25,High,1
3165,38,Male,Sunglasses,Accessories,27,Wisconsin,L,Yellow,Summer,3.7,No,Next Day Air,No,No,19,Cash,Bi-Weekly,36-45,Low,0
